Date,Open,High,Low,Close,Volume,Symbol,Daily_Return,Is_Outlier
2018-01-01,129.5518478385394,131.66998990797768,129.35481381415275,131.3498077392578,3079260.0,COALINDIA.NS,,False
2018-01-02,132.01483399589424,133.4433497154222,131.52224133173044,133.02464294433594,5659389.0,COALINDIA.NS,0.012750952848007424,False
2018-01-03,133.49259394468848,134.6994518218573,132.85222958092527,133.9113006591797,9240120.0,COALINDIA.NS,0.006665364365719517,False
2018-01-04,134.4285232843809,137.85204801393448,134.08371746926983,136.84222412109375,6919578.0,COALINDIA.NS,0.021887050961991728,False
2018-01-05,137.1870477650732,138.24611891542014,136.94075144951654,137.31019592285156,3344950.0,COALINDIA.NS,0.003419790965569991,False
2018-01-08,137.43332060750205,143.14739715901973,137.43332060750205,141.59573364257812,4891781.0,COALINDIA.NS,0.031210629996729633,False
2018-01-09,147.63001548302813,153.19630612328882,146.12759895960636,149.7727813720703,27639107.0,COALINDIA.NS,0.05774925217826854,False
2018-01-10,150.73333030434233,152.6051761054862,150.2407377216484,151.8662872314453,15300218.0,COALINDIA.NS,0.013977879292861983,False
2018-01-11,151.7185294786823,152.7037147350374,149.23094271947934,151.76779174804688,4703627.0,COALINDIA.NS,-0.0006485671388564151,False
2018-01-12,152.21112060546875,153.09778131434882,150.83186727327003,152.21112060546875,5119534.0,COALINDIA.NS,0.002921099742676958,False
2018-01-15,152.3342549171561,152.9253720245113,149.99444016903487,150.68406677246094,2643125.0,COALINDIA.NS,-0.010032472180307561,False
2018-01-16,150.6840672732576,150.6840672732576,143.14740680945943,143.63999938964844,4069770.0,COALINDIA.NS,-0.046747260899517196,False
2018-01-17,144.3296176780629,145.29017916716998,141.02924156789507,143.31980895996094,4360706.0,COALINDIA.NS,-0.0022291174536901437,False
2018-01-18,144.47743524231703,144.72373159631533,136.99003510041013,139.42835998535156,3784420.0,COALINDIA.NS,-0.02715220598498369,False
2018-01-19,139.42828665359903,140.83217813956557,138.17218192194548,139.89625549316406,2574759.0,COALINDIA.NS,0.003355813034461974,False
2018-01-22,141.42336775997956,142.70411179181042,139.7485555796175,140.41354370117188,3025790.0,COALINDIA.NS,0.003697655853505566,False
2018-01-23,140.4873976931325,144.8960918836493,140.4873976931325,144.37887573242188,3974425.0,COALINDIA.NS,0.028240381424238015,False
2018-01-24,144.0833460166141,147.0389018323395,141.3740865188658,145.09315490722656,3073618.0,COALINDIA.NS,0.0049472554151790415,False
2018-01-25,145.09313134893475,149.08313405886736,145.09313134893475,147.48220825195312,6919878.0,COALINDIA.NS,0.01646565164465641,False
2018-01-26,145.09313134893475,149.08313405886736,145.09313134893475,147.48220825195312,6919878.0,COALINDIA.NS,0.0,False
2018-01-29,147.03887524798378,150.7333193496919,146.27536281339005,148.63980102539062,3557035.0,COALINDIA.NS,0.007849033365840974,False
2018-01-30,147.28518098699976,151.47221790469038,145.41333520159577,150.68406677246094,3085086.0,COALINDIA.NS,0.013753151800311558,False
2018-01-31,149.50185334059248,150.01906955487198,146.7925940543544,147.5561065673828,5198298.0,COALINDIA.NS,-0.0207584004870367,False
2018-02-01,147.82703338815762,148.3442495740007,143.3198143754047,145.61036682128906,4533542.0,COALINDIA.NS,-0.013186440001418775,False
2018-02-02,143.8862985068777,146.57091910201652,140.90610431853892,143.02426147460938,6393201.0,COALINDIA.NS,-0.017760447989624728,False
2018-02-05,144.32961749713198,145.80739515068623,140.38887708765398,145.21627807617188,7795465.0,COALINDIA.NS,0.015326187172458372,False
2018-02-06,141.3740732920063,143.83703624134438,137.97518742846628,143.02426147460938,4674661.0,COALINDIA.NS,-0.015094840816762267,False
2018-02-07,143.5907478262635,147.63001329793454,143.0242693233756,146.59556579589844,7223510.0,COALINDIA.NS,0.024969919679837416,False
2018-02-08,146.59555183467145,149.05851468460634,146.1522215282296,147.77777099609375,3286814.0,COALINDIA.NS,0.008064399450125714,False
2018-02-09,145.36403763075455,149.96978012810462,145.01921689642631,147.85162353515625,4731060.0,COALINDIA.NS,0.0004997540466653572,False
2018-02-12,149.69888736759088,150.24074223136537,146.32462506830706,148.09796142578125,4512970.0,COALINDIA.NS,0.001666115560553294,False
2018-02-13,149.69888736759088,150.24074223136537,146.32462506830706,148.09796142578125,4512970.0,COALINDIA.NS,0.0,False
2018-02-14,147.77775468978453,152.43275997560497,147.77775468978453,151.20127868652344,5725179.0,COALINDIA.NS,0.0209544900609413,False
