Date,Open,High,Low,Close,Volume,Symbol
2018-01-01,1035.2382511841613,1058.826510378958,1030.605655106377,1039.0672607421875,429620,DIVISLAB.NS
2018-01-02,1039.9653326644632,1048.8995341318466,1014.864305062828,1021.9077758789062,413942,DIVISLAB.NS
2018-01-03,1021.5297934164863,1055.045000540253,1021.1516010453074,1039.3983154296875,768114,DIVISLAB.NS
2018-01-04,1046.4888339819104,1051.5468243959256,1032.4020069591825,1046.157958984375,450896,DIVISLAB.NS
2018-01-05,1045.4489882628015,1062.1829322199824,1041.9036513728818,1047.197998046875,568810,DIVISLAB.NS
2018-01-08,1047.1979514951754,1073.4334433143206,1047.1979514951754,1055.28125,468360,DIVISLAB.NS
2018-01-09,1055.2812778081948,1066.3427979493688,1024.4605060847002,1029.8494873046875,639168,DIVISLAB.NS
2018-01-10,1025.784006810512,1054.1466982430607,1015.9989013479001,1020.3951416015625,807750,DIVISLAB.NS
2018-01-11,1025.7841090402396,1046.5834181636362,1016.3771949408518,1041.430908203125,459962,DIVISLAB.NS
2018-01-12,1046.4887784175894,1049.4195667385757,1024.3658563614836,1034.103759765625,276559,DIVISLAB.NS
2018-01-15,1034.103865882471,1034.103865882471,964.3315927167824,1019.4970092773438,279071,DIVISLAB.NS
2018-01-16,1020.1115164668411,1042.6126322240639,1016.329824098104,1033.111083984375,804279,DIVISLAB.NS
2018-01-17,1031.4565951912532,1051.2159609305227,1019.3551334290721,1047.1033935546875,840913,DIVISLAB.NS
2018-01-18,1047.1033100718766,1058.6374247317985,1022.0968019932191,1030.8892822265625,582399,DIVISLAB.NS
2018-01-19,1030.511339323444,1043.3690724021876,1023.5151842133873,1038.3583984375,322347,DIVISLAB.NS
2018-01-22,1036.1363654094853,1043.4633941878865,1009.0027695159329,1019.0242309570312,690857,DIVISLAB.NS
2018-01-23,1020.1115161956668,1047.1979108611647,1020.1115161956668,1041.24169921875,1019038,DIVISLAB.NS
2018-01-24,1044.645201417908,1064.6409229350588,1027.202191499085,1042.7071533203125,821655,DIVISLAB.NS
2018-01-25,1039.9653369578507,1064.5463358313998,1035.3327410116033,1059.157470703125,2015896,DIVISLAB.NS
2018-01-29,1054.1467824478336,1054.1467824478336,1022.9478193798709,1040.3436279296875,909205,DIVISLAB.NS
2018-01-30,1039.9652587378503,1047.764998178384,1009.9480796788259,1020.9622802734375,662548,DIVISLAB.NS
2018-01-31,1020.96248938574,1020.96248938574,953.9319645345468,982.6728515625,960918,DIVISLAB.NS
2018-02-01,992.6943412378477,1000.824957522556,966.6952037292374,986.832763671875,763908,DIVISLAB.NS
2018-02-02,969.0587224387613,993.8760799646319,951.8520096800144,972.13134765625,1850108,DIVISLAB.NS
2018-02-05,950.1502488894039,991.3706744163197,945.4231332232874,978.1820678710938,545693,DIVISLAB.NS
2018-02-06,928.7836969562788,960.549890733565,924.9546871537975,948.448486328125,659453,DIVISLAB.NS
2018-02-07,954.8773261126018,967.8768936710654,950.8120183442188,957.949951171875,382513,DIVISLAB.NS
2018-02-08,960.5498196562,992.5996841613857,960.5498196562,973.6912231445312,424810,DIVISLAB.NS
2018-02-09,950.1501991425478,971.8949300681982,950.1501991425478,961.06982421875,472189,DIVISLAB.NS
2018-02-12,966.2223955035727,986.0762803426873,961.9679916094767,979.9310302734375,488773,DIVISLAB.NS
