date,portfolio_value,cash,n_positions,regime
2024-04-03,224475.43055332807,34571.19932163861,28,0
2024-04-04,223860.5140799394,34571.19932163861,28,0
2024-04-05,223099.9737662187,34571.19932163861,28,0
2024-04-08,224882.16761387495,34571.19932163861,28,0
2024-04-09,224867.79426182417,34571.19932163861,28,0
2024-04-10,225771.6546861711,40673.969261366394,28,0
2024-04-11,225771.6546861711,40673.969261366394,28,0
2024-04-12,223814.3151170793,40673.969261366394,28,0
2024-04-15,222203.90401478438,40673.969261366394,28,0
2024-04-16,221681.96086903242,40673.969261366394,28,0
2024-04-17,221611.75423435835,110810.3973007646,17,0
2024-04-18,220709.58470921186,110810.3973007646,17,0
2024-04-19,221141.05864720015,110810.3973007646,17,0
2024-04-22,222243.05922703413,110810.3973007646,17,0
2024-04-23,222207.29766087202,110810.3973007646,17,0
2024-04-24,222349.27230711223,102819.67690916303,17,0
2024-04-25,223595.34647114424,103147.10162861492,16,0
2024-04-26,222023.48195466475,114451.84013947919,15,0
2024-04-29,223108.63161286787,114451.84013947919,15,0
2024-04-30,223606.589864821,114451.84013947919,15,0
2024-05-01,223529.55139839032,48112.64408027507,25,0
2024-05-02,224727.62882148603,48112.64408027507,25,0
2024-05-03,224485.416800612,48112.64408027507,25,0
2024-05-06,223145.14568244794,48112.64408027507,25,0
2024-05-07,220613.9573889909,48112.64408027507,25,0
2024-05-08,221516.1163575883,86603.20127274943,20,0
2024-05-09,218917.81951310587,86603.20127274943,20,0
2024-05-10,220469.9684846635,86603.20127274943,20,0
2024-05-13,220678.17156388712,86603.20127274943,20,0
2024-05-14,221252.15552689982,86603.20127274943,20,0
2024-05-15,222396.46720142986,87404.89112110759,20,0
2024-05-16,223055.86801930095,87404.89112110759,20,0
2024-05-17,223891.42243214275,87404.89112110759,20,0
2024-05-20,223891.42243214275,87404.89112110759,20,0
2024-05-21,225935.7280046525,87404.89112110759,20,0
2024-05-22,226150.505186049,48111.64481922771,28,0
2024-05-23,228364.27116200115,48111.64481922771,28,0
2024-05-24,228204.26333424237,48111.64481922771,28,0
2024-05-27,227926.70634266522,48111.64481922771,28,0
2024-05-28,227521.65453907635,48111.64481922771,28,0
2024-05-29,226728.6705334001,50186.58072016765,28,0
2024-05-30,224759.7370617204,50186.58072016765,28,0
2024-05-31,225320.83146784833,50186.58072016765,28,0
2024-06-03,232235.0498363786,50186.58072016765,28,0
2024-06-04,219045.46464185952,74602.0411494279,23,0
2024-06-05,224819.54740785077,141152.57865785077,13,0
2024-06-06,224169.9388263078,141152.57865785077,13,0
2024-06-07,225715.60075257733,141152.57865785077,13,0
